Timestamp,Set_L,Act_L,Err_L,Set_R,Act_R,Err_R,Diff_LR
1772467926.0649238,1.6103363037109375,32.20672607421875,-30.596389770507812,1.6103363037109375,32.20672607421875,-30.596389770507812,0.0
1772467926.1199753,1.9098591804504395,32.20672607421875,-30.29686689376831,1.9098591804504395,32.20672607421875,-30.29686689376831,0.0
1772467926.1682324,1.9098591804504395,38.197181701660156,-36.28732252120972,1.9098591804504395,38.197181701660156,-36.28732252120972,0.0
1772467926.21479,1.9098591804504395,38.197181701660156,-36.28732252120972,1.9098591804504395,38.197181701660156,-36.28732252120972,0.0
1772467926.267253,1.9098591804504395,34.6271858215332,-32.717326641082764,1.9098591804504395,36.7271842956543,-34.81732511520386,-2.0999984741210938
1772467926.3117142,1.9098591804504395,34.6271858215332,-32.717326641082764,1.9098591804504395,36.7271842956543,-34.81732511520386,-2.0999984741210938
1772467926.3680527,1.9098591804504395,34.6271858215332,-32.717326641082764,1.9098591804504395,36.7271842956543,-34.81732511520386,-2.0999984741210938
1772467926.4179933,1.9098591804504395,28.28718376159668,-26.37732458114624,1.9098591804504395,33.43718338012695,-31.527324199676514,-5.149999618530273
1772467926.464209,1.9098591804504395,28.28718376159668,-26.37732458114624,1.9098591804504395,33.43718338012695,-31.527324199676514,-5.149999618530273
1772467926.5149539,1.9098591804504395,24.817180633544922,-22.907321453094482,1.9098591804504395,27.297183990478516,-25.387324810028076,-2.4800033569335938
1772467926.5620854,1.9098591804504395,24.817180633544922,-22.907321453094482,1.9098591804504395,27.297183990478516,-25.387324810028076,-2.4800033569335938
1772467926.621092,1.9098591804504395,22.897184371948242,-20.987325191497803,1.9098591804504395,15.207183837890625,-13.297324657440186,7.690000534057617
1772467926.6697037,1.9098591804504395,22.897184371948242,-20.987325191497803,1.9098591804504395,15.207183837890625,-13.297324657440186,7.690000534057617
1772467926.7181945,1.9098591804504395,22.897184371948242,-20.987325191497803,1.9098591804504395,15.207183837890625,-13.297324657440186,7.690000534057617
1772467926.7661514,1.9098591804504395,24.047182083129883,-22.137322902679443,1.9098591804504395,14.957184791564941,-13.047325611114502,9.089997291564941
1772467926.8146672,1.9098591804504395,24.047182083129883,-22.137322902679443,1.9098591804504395,14.957184791564941,-13.047325611114502,9.089997291564941
1772467926.861812,1.9098591804504395,25.257183074951172,-23.347323894500732,1.9098591804504395,28.647184371948242,-26.737325191497803,-3.3900012969970703
1772467926.9156513,1.9098591804504395,25.257183074951172,-23.347323894500732,1.9098591804504395,28.647184371948242,-26.737325191497803,-3.3900012969970703
1772467926.969903,1.9098591804504395,25.19718360900879,-23.28732442855835,1.9098591804504395,31.567182540893555,-29.657323360443115,-6.369998931884766
1772467927.0181315,1.9098591804504395,25.19718360900879,-23.28732442855835,1.9098591804504395,31.567182540893555,-29.657323360443115,-6.369998931884766
1772467927.0659733,1.9098591804504395,25.19718360900879,-23.28732442855835,1.9098591804504395,31.567182540893555,-29.657323360443115,-6.369998931884766
1772467927.1110222,1.9098591804504395,13.437182426452637,-11.527323246002197,1.9098591804504395,28.667184829711914,-26.757325649261475,-15.230002403259277
1772467927.1617045,1.9098591804504395,13.437182426452637,-11.527323246002197,1.9098591804504395,28.667184829711914,-26.757325649261475,-15.230002403259277
1772467927.2181973,1.9098591804504395,7.487184047698975,-5.577324867248535,1.9098591804504395,19.977184295654297,-18.067325115203857,-12.490000247955322
1772467927.268158,1.9098591804504395,7.487184047698975,-5.577324867248535,1.9098591804504395,19.977184295654297,-18.067325115203857,-12.490000247955322
1772467927.3164816,1.9098591804504395,22.077186584472656,-20.167327404022217,1.9098591804504395,4.017184257507324,-2.1073250770568848,18.060002326965332
1772467927.3644986,1.9098591804504395,22.077186584472656,-20.167327404022217,1.9098591804504395,4.017184257507324,-2.1073250770568848,18.060002326965332
1772467927.4113603,1.9098591804504395,22.077186584472656,-20.167327404022217,1.9098591804504395,4.017184257507324,-2.1073250770568848,18.060002326965332
1772467927.4739513,1.9098591804504395,29.587181091308594,-27.677321910858154,1.9098591804504395,28.527183532714844,-26.617324352264404,1.05999755859375
1772467927.5185,1.9098591804504395,29.587181091308594,-27.677321910858154,1.9098591804504395,28.527183532714844,-26.617324352264404,1.05999755859375
1772467927.5683029,1.9098591804504395,29.587181091308594,-27.677321910858154,1.9098591804504395,28.527183532714844,-26.617324352264404,1.05999755859375
1772467927.6146898,1.9098591804504395,22.687185287475586,-20.777326107025146,1.9098591804504395,31.80718231201172,-29.89732313156128,-9.119997024536133
1772467927.6654518,1.9098591804504395,22.687185287475586,-20.777326107025146,1.9098591804504395,31.80718231201172,-29.89732313156128,-9.119997024536133
1772467927.7117448,1.9098591804504395,18.16718292236328,-16.257323741912842,1.9098591804504395,29.707183837890625,-27.797324657440186,-11.540000915527344
1772467927.7639484,1.9098591804504395,18.16718292236328,-16.257323741912842,1.9098591804504395,29.707183837890625,-27.797324657440186,-11.540000915527344
1772467927.818097,1.9098591804504395,18.817184448242188,-16.907325267791748,1.9098591804504395,24.127182006835938,-22.217322826385498,-5.30999755859375
1772467927.8680422,1.9098591804504395,18.817184448242188,-16.907325267791748,1.9098591804504395,24.127182006835938,-22.217322826385498,-5.30999755859375
1772467927.9175508,1.9098591804504395,21.1071834564209,-19.19732427597046,1.9098591804504395,7.177183628082275,-5.267324447631836,13.929999828338623
